cid,sim_content,sim_comment,word_count,duplicate_word_ratio,no_of_sentences,length_of_comment,num_of_punctuations,is_period_sequence,post_coment_gap,black_word_count,is_link,is_youtube_link,is_number,comment_duplication,is_spam 
Ugy5p1auIX04FTH-QXx4AaABAg,0.319551765803574,0.4196293208786482,20,0.050000000000000044,1,121,0,0,15114.0,0.1,0,0,0,0,1
UgwCQsaD28UhErdSnz14AaABAg,0.15398196693009633,0.2890449525550743,7,0.0,1,38,0,1,15066.0,0.0,0,0,0,0,0
Ugy4AlKytkFcM2tJXbR4AaABAg,0.19687413168583193,0.26005540076599204,7,0.0,1,44,0,0,15036.0,0.2857142857142857,0,0,0,0,1
UgwwRM94AV3WBZbR6Od4AaABAg,0.2577226611173564,0.22600294939033877,8,0.0,1,42,0,0,14727.0,0.0,0,0,0,0,0
Ugz9kMQY9l9kV5xwvnd4AaABAg,0.19118664127318838,0.1790793711038217,10,0.0,1,50,0,0,14503.0,0.0,0,0,0,0,0
UgybdqcNMosYb0P0zvN4AaABAg,0.2347618209675112,0.2782800542299538,7,0.0,1,49,0,0,14460.0,0.0,0,0,0,0,0
UgzeiyVesC3y8uuWi-Z4AaABAg,0.2695023992622341,0.3316219873280469,38,0.07894736842105265,4,195,1,1,13606.0,0.05263157894736842,0,0,0,0,0
Ugwl00QIlSiBgtssl4N4AaABAg,0.17405545853696205,0.19168818559458647,7,0.0,1,43,0,0,13595.0,0.14285714285714285,0,0,0,0,0
UgzbbHJvgg97a3xWyuh4AaABAg,0.3861753605647266,0.3892275786551687,20,0.0,3,136,4,1,13446.0,0.05,0,0,0,0,0
Ugz0XKQ80jKXc7HU_Ah4AaABAg,0.10190773846533203,0.1701098699745419,7,0.0,1,46,0,0,13173.0,0.14285714285714285,0,0,0,0,0
UgykoMhas0HgYfR0IAl4AaABAg,0.14733041843106948,0.21907683339905376,4,0.0,1,21,0,1,13036.0,0.0,0,0,0,0,0
Ugxd_C1-aiqdVjQZv2B4AaABAg,0.43497878681742075,0.37268638636824225,12,0.0,1,75,0,0,13031.0,0.16666666666666666,0,0,0,0,0
UgycEeUuSbI74vgEMHB4AaABAg,0.1290374742001035,0.22761054391660213,6,0.0,1,34,0,0,12931.0,0.0,0,0,0,0,0
Ugw4aCDuimrXO9zmta54AaABAg,0.1997763505694956,0.2215141506478687,6,0.0,1,35,0,0,12862.0,0.0,0,0,0,0,0
UgxKY-qdl7F9_LXa4HN4AaABAg,0.11061059735865139,0.2444572950484701,4,0.0,1,27,0,0,12723.0,0.0,0,0,0,0,0
UgwqSPFutUcm52NH4md4AaABAg,0.23046499773192253,0.30261483508447806,25,0.040000000000000036,1,150,1,0,12643.0,0.04,0,0,0,0,0
Ugw8RVe3aO_MYy5TCS54AaABAg,0.3884583352270525,0.45451988203373256,21,0.04761904761904767,1,117,0,0,12598.0,0.19047619047619047,0,0,0,0,1
UgyTmUD0JESZM7KrtlR4AaABAg,0.16919768665676496,0.2905925006306686,6,0.0,1,34,0,1,12149.0,0.0,0,0,0,0,0
UgwbLyg56mBap2GFsxd4AaABAg,0.29885572198722327,0.41066159725068746,27,0.2222222222222222,1,164,0,1,12110.0,0.037037037037037035,0,0,0,0,0
UgyVn69uB8buyy9V8654AaABAg,0.28175387445172406,0.28725962495319296,12,0.08333333333333337,2,70,1,0,12034.0,0.0,0,0,0,0,0
Ugw0LNPUpnS8drUhTJN4AaABAg,0.10828852815148247,0.17857909957464452,9,0.0,1,40,0,0,11920.0,0.1111111111111111,0,0,0,0,0
UgyO2am-F8ThwCNgUY14AaABAg,0.02870905219259201,0.11769765496628445,7,0.0,1,28,0,0,11826.0,0.0,0,0,0,0.0,0
Ugwx1x9-GtAG25p8K-x4AaABAg,0.35736582812022666,0.34004971455282895,7,0.0,1,46,0,0,11787.0,0.0,0,0,0,0,0
UgyWjfoHQUWUJVxj56t4AaABAg,0.1375719881304367,0.1822849787833207,9,0.0,2,50,0,1,11741.0,0.0,0,0,0,0.0,0
Ugy43nnWoUyLAWHydUZ4AaABAg,0.20478780154748502,0.26896993072539527,5,0.0,1,30,0,0,11620.0,0.0,0,0,0,0,0
UgylUvF_ADsFoPk-McB4AaABAg,0.15608414019582909,0.24832186578406937,6,0.0,1,40,0,0,11438.0,0.0,0,0,0,0,0
UgxF8C9jCil_S5Fyact4AaABAg,0.1701808774507576,0.23207171956599995,11,0.0,1,48,1,1,11279.0,0.0,0,0,0,0.039999630685569436,0
Ugytjeio78TspmPaFU94AaABAg,0.19532713407828747,0.3260840807917485,4,0.0,1,22,0,1,11139.0,0.0,0,0,0,0,0
Ugyk2aeOLsDziP0HFBB4AaABAg,0.19882646143262436,0.23030836256913606,10,0.0,1,81,3,0,11128.0,0.0,0,0,0,0,0
UgzQS8hGs5Up_UMtsUJ4AaABAg,0.11810393608589773,0.20050628118117006,15,0.0,2,84,5,0,11099.0,0.13333333333333333,1,1,0,0,1
UgwRv8jcA7m-If6kwxh4AaABAg,0.3932959179171192,0.3785042718437736,18,0.05555555555555558,3,98,0,1,10971.0,0.2777777777777778,0,0,0,0,1
Ugyj5yRWPHZzFJKtC6B4AaABAg,0.2500168992581355,0.36778384353304755,8,0.0,1,51,0,1,10710.0,0.0,0,0,0,0.039999630685569436,0
UgwJmGpPXScqjqKehtR4AaABAg,0.3070009401266002,0.3595360879959828,15,0.06666666666666665,1,96,0,0,10680.0,0.0,0,0,0,0,0
UgwvHHOGm2MHOIqF3Ql4AaABAg,0.36867093053989086,0.4391337391629613,24,0.0,1,128,0,0,10251.0,0.041666666666666664,0,0,0,0,0
UgziGdO1dvB_yagTaCN4AaABAg,0.3535933063032083,0.4217743971627631,13,0.07692307692307687,1,79,0,0,10031.0,0.0,0,0,0,0,0
UgxMYqBpkuu7I6uO7h94AaABAg,0.2484850085333114,0.31433890894427996,23,0.21739130434782605,3,114,1,0,9998.0,0.043478260869565216,0,0,0,0,0
UgwNLvMQd9NibIl3aX94AaABAg,0.2124173433414782,0.30613198674654213,12,0.08333333333333337,1,74,0,0,9854.0,0.0,0,0,0,0,0
UgxtVv8oG6XlxL8pwkl4AaABAg,0.14082383568388182,0.2089690782163085,8,0.0,1,45,0,0,9685.0,0.0,0,0,0,0,0
Ugxi61hUJlQ4fBKEDi14AaABAg,0.16426963661680619,0.29549913793013854,5,0.0,1,31,0,1,9526.0,0.0,0,0,0,0,0
UgyNBJOJttwx4GfXi3l4AaABAg,0.25580629943425304,0.2639365379156453,5,0.0,1,31,0,0,9508.0,0.0,0,0,0,0,0
UgwD3bYKpOxAbARhrGJ4AaABAg,0.34110532084808415,0.30763497512700577,27,0.11111111111111116,1,145,0,0,9493.0,0.037037037037037035,0,0,0,0,0
UgzTjWtgp2aHdvqL5NN4AaABAg,0.19829799677814916,0.2600543319968143,8,0.0,1,51,0,0,9232.0,0.0,0,0,0,0,0
UgyQKY1UZ3UAWfd8V5h4AaABAg,0.21126847370893712,0.25268155568196327,8,0.0,1,44,0,0,9208.0,0.125,0,0,0,0,0
UgzQmDcCEq6-R7MeklV4AaABAg,0.22274300000857034,0.2369331138324635,14,0.0714285714285714,5,67,0,1,9163.0,0.0,0,0,0,0,0
UgyK-_xZQ0uq1cNf9Yl4AaABAg,0.16999768624479253,0.19763019860041078,12,0.08333333333333337,2,65,2,1,9045.0,0.0,0,0,0,0,0
Ugx2DAgzm5T2vHsg_Bl4AaABAg,0.06885475949608431,0.14872173649674345,6,0.0,1,28,0,1,8975.0,0.0,0,0,0,0,0
UgzzTiO6SxQtkIol29R4AaABAg,0.12735190083151376,0.22489614425195317,5,0.0,1,28,0,1,8814.0,0.0,0,0,0,0,0
UgytufmcOqy_JIKjWbt4AaABAg,0.1465389808253139,0.20534991052147517,13,0.07692307692307687,1,92,5,0,8772.0,0.07692307692307693,1,1,0,0,1
UgwyzNNclB17zhWryAZ4AaABAg,0.48281787822253036,0.45468557020182193,25,0.040000000000000036,1,158,0,0,8570.0,0.0,0,0,0,0,0
Ugzy8_bKdgB8io-GDvV4AaABAg,0.17096447666402195,0.18462156506099794,6,0.0,1,25,0,0,8554.0,0.0,0,0,0,0,0
Ugy0iX4WPDcwPNvg1Lt4AaABAg,0.19126001542611384,0.3181330173123054,7,0.0,1,43,0,0,8492.0,0.0,0,0,0,0,0
Ugw1cLkE_fNsdiK0wL94AaABAg,0.14039330342547873,0.15033446895369243,6,0.16666666666666663,1,36,0,0,8491.0,0.0,0,0,0,0,0
UgwogwSllhSBfB5fzF54AaABAg,0.26965320002014687,0.3477962272682369,13,0.0,1,71,0,0,8228.0,0.07692307692307693,0,0,0,0,0
UgyKrgyZHffBc8bvfW54AaABAg,0.21600075467015709,0.31586888566583593,8,0.0,1,50,0,0,8208.0,0.0,0,0,0,0,0
UgzLMnSIWTaAyr6W63d4AaABAg,0.20372316648176436,0.25605171938091537,8,0.0,1,54,1,0,8011.0,0.0,0,0,0,0,0
Ugz3-BuM_KXUI2RYknZ4AaABAg,0.1356545610479918,0.19920246567957495,6,0.0,1,39,0,0,7964.0,0.0,0,0,0,0,0
UgycQBmb5RhFg3hOPvB4AaABAg,0.3130091751001139,0.29230377767683613,5,0.0,1,34,0,0,7781.0,0.2,0,0,0,0,1
UgzedHYmWBtdeHbFXuF4AaABAg,0.10472650753727775,0.12239433921143057,8,0.0,1,40,0,0,7599.0,0.0,0,0,0,0,0
UgxYwzcO6-_q0OhjPq94AaABAg,0.3497374016024738,0.36370846325289546,7,0.0,1,44,0,0,7582.0,0.0,0,0,0,0,0
UgwrAj8KfjBnoYz3nsl4AaABAg,0.525528128513291,0.5203982856818591,487,0.4147843942505134,31,2622,174,0,7231.0,0.006160164271047228,0,0,0,0,1
Ugyw42Izfph-uyPQfvF4AaABAg,0.31427633576285624,0.42202059885290755,27,0.03703703703703709,5,153,1,1,8676.0,0.037037037037037035,0,0,0,0,0
UgytqzIIg8dxN0qUupN4AaABAg,0.438205674635122,0.47553679903629564,17,0.17647058823529416,2,99,0,0,6701.0,0.058823529411764705,0,0,0,0,1
UgxD6-OljX9hnn3U6uJ4AaABAg,0.15877083034958753,0.26050553036460833,8,0.0,1,46,2,0,6624.0,0.0,0,0,0,0,0
Ugysz8OWjaxVQhfvT4R4AaABAg,0.1964630996936379,0.2782293856899252,6,0.0,1,29,0,0,6365.0,0.0,0,0,0,0,0
UgyFPAc3u54k9UQ3l7V4AaABAg,0.06955671784231836,0.1254533888074344,5,0.19999999999999996,1,20,0,0,6275.0,0.0,0,0,0,0,0
UgygZeFhDID8wiLSqdB4AaABAg,0.2740655875674593,0.38808147509634405,12,0.0,1,71,0,0,6151.0,0.0,0,0,0,0,0
UgyMBhohpuGUz1FDU2F4AaABAg,0.15596745349949215,0.33875094648571247,10,0.0,1,46,0,0,6122.0,0.0,0,0,0,0,0
UgxS-R7dMkaybI0dEH94AaABAg,0.29641023315139947,0.30855825420646504,9,0.0,1,55,0,0,5991.0,0.0,0,0,0,0.0,0
UgydYJTirKQDZTc5UDp4AaABAg,0.2586265122437331,0.2605800576137814,9,0.0,1,44,0,0,6037.0,0.0,0,0,0,0,0
UgxOLxWFpsUpYc7AUC54AaABAg,0.06668698472462704,0.0982392030839217,3,0.0,1,15,0,1,5576.0,0.0,0,0,0,0,0
UgzjLLn_T7_IPerfRqF4AaABAg,0.4610746262110929,0.5877118371942028,174,0.3793103448275862,7,1050,19,1,5656.0,0.04597701149425287,0,0,0,0,0
Ugw_LPRYJ9w-a9gFitp4AaABAg,0.27581376576067906,0.351485921934661,14,0.0,1,82,0,0,5461.0,0.0,0,0,0,0,0
Ugwfbp9sg2hMQ8ZCL3V4AaABAg,0.19588531454554145,0.34776605216908946,10,0.0,1,55,0,0,5326.0,0.1,0,0,0,0.19927518614031525,0
UgwMd243dFDC7_WNONJ4AaABAg,0.1648459234752536,0.23423815676620235,15,0.0,3,90,5,0,5277.0,0.0,1,1,0,0,1
Ugw_5RlHOkOpq4R_wmF4AaABAg,0.39778180449585243,0.35489409939820443,4,0.0,1,28,0,0,5226.0,0.25,0,0,0,0,0
UgwlowWDzjt3oaLx_ol4AaABAg,0.15343312559735192,0.2639299361852387,9,0.11111111111111116,1,45,0,0,5093.0,0.0,0,0,0,0.1992751861403152,0
UgxCKoIUQRvAyosim9x4AaABAg,0.26383438280896243,0.31877005525653385,27,0.07407407407407407,4,131,0,1,5081.0,0.0,0,0,0,0,0
Ugy5nBaf-8xQfHkTIxZ4AaABAg,0.035438071857894334,0.07221203621469362,6,0.0,1,22,1,0,4815.0,0.0,0,0,0,0,1
Ugy1_Mcm3dn_Eyuxjxt4AaABAg,0.26562993474181956,0.3290533382280798,6,0.0,1,36,0,0,4777.0,0.0,0,0,0,0,0
UgxB36evBZM6SdRzyBl4AaABAg,0.12081570974004895,0.18298436329177042,10,0.0,1,43,1,0,4607.0,0.0,0,0,0,0,0
Ugzb0-OMfY42hWXI7354AaABAg,0.37387366438716807,0.36671506558195527,20,0.050000000000000044,5,123,0,0,4346.0,0.05,0,0,0,0.06234270246818162,0
UgwtqhJjXZznQ8gBrbt4AaABAg,0.24648301994558044,0.3339754393933256,9,0.0,1,55,0,0,4241.0,0.0,0,0,0,0,0
UgzkhVxLTUWiwlr-7wp4AaABAg,0.16774480255298396,0.19650725564738633,14,0.0,1,84,5,0,4218.0,0.07142857142857142,1,1,0,0,1
Ugyuo1z1juKMJvzi-8t4AaABAg,0.3309595105970544,0.29009812722910383,12,0.0,1,72,0,0,4134.0,0.08333333333333333,0,0,0,0,0
Ugw8pCxtNonOVw0j86J4AaABAg,0.13773980283079926,0.21883933125830343,7,0.0,1,41,0,0,4128.0,0.0,0,0,0,0,0
UgxKPIDjSZjjci5etP54AaABAg,0.23262980358012827,0.2710985287377981,5,0.0,1,28,0,0,4091.0,0.0,0,0,0,0,0
Ugy-F46bS9-VN071XFl4AaABAg,0.29643159734317404,0.34264158500684183,7,0.0,1,42,0,1,3768.0,0.14285714285714285,0,0,0,0,0
Ugy_JrvyKQ4gpCXjCgV4AaABAg,0.2146168545472891,0.3052118870404453,8,0.0,1,39,0,0,3766.0,0.0,0,0,0,0,0
UgxHqOJYlljKkSeIyXZ4AaABAg,0.36712974772328866,0.43250086331935134,17,0.0,2,106,3,1,3686.0,0.058823529411764705,0,0,0,0,0
UgyvEoLfnIwAlJl-q814AaABAg,0.22214343693234742,0.2724168538270117,7,0.0,1,39,0,0,3393.0,0.0,0,0,0,0,0
UgxnUV0_pQJueneRCtR4AaABAg,0.2977990337167289,0.3434064077151637,20,0.15000000000000002,1,116,1,0,3350.0,0.15,0,0,0,0,1
Ugx81GqbPjWF0sN_ESB4AaABAg,0.09664611927840934,0.10697487211276194,4,0.0,1,22,0,0,3247.0,0.0,0,0,0,0,0
UgyQwqbkXtBfUp2vXSZ4AaABAg,0.15000269471159453,0.18552875527994292,16,0.0625,1,84,5,0,3277.0,0.125,1,1,0,0,1
Ugy4_R6rvvNfRdz4Ku54AaABAg,0.11941936247361103,0.21087490647588583,8,0.0,1,54,0,0,2917.0,0.25,0,0,0,0,1
Ugzy-y4Xoy3LDsl0juN4AaABAg,0.25132227395148865,0.2629299699793053,26,0.0,3,148,3,0,2827.0,0.0,0,0,0,0,0
UgyTwKRNXG5-s4FpwcZ4AaABAg,0.14673950056915572,0.16336327096276704,7,0.0,1,32,0,0,2718.0,0.0,0,0,0,0,0
UgxRYiMHUW56hMo-Aml4AaABAg,0.13261576552116008,0.16130515993756303,9,0.0,1,45,0,0,2709.0,0.0,0,0,0,0,0
UgzWXlk1abgaptoS6YN4AaABAg,0.49445363975438955,0.5722413851389754,48,0.25,4,306,3,1,2524.0,0.0,0,0,0,0,0
Ugy9HzJHT4bD0_ICn6R4AaABAg,0.44739884764303994,0.4880779640555783,60,0.15000000000000002,5,327,0,1,2411.0,0.03333333333333333,0,0,0,0,0
UgxTliW_m8fGCtHsA8l4AaABAg,0.2884685950472019,0.3239980085084993,12,0.0,1,74,0,0,2351.0,0.16666666666666666,0,0,0,0,0
UgzeVepw0vy-VGjSyyZ4AaABAg,0.13571184866555047,0.1712834918697585,9,0.11111111111111116,1,40,0,0,2331.0,0.2222222222222222,0,0,0,0,1
Ugzl_3wQnRjFSt2Tjkd4AaABAg,0.276410427859827,0.35010291659859066,21,0.23809523809523814,1,116,0,0,1996.0,0.0,0,0,0,0,0
UgxGcvu7gKHed7eDOw54AaABAg,0.1915416871843943,0.2420825527111667,8,0.0,1,43,0,0,1856.0,0.25,0,0,0,0,0
UgyTyZQMT5BenSPPn_N4AaABAg,0.08640903788333949,0.1353264788030878,9,0.0,1,52,0,0,1805.0,0.0,0,0,0,0,0
UgwZiUUc1StdPizGmNN4AaABAg,0.1265213125644757,0.11770278319569426,7,0.1428571428571429,1,36,0,0,1670.0,0.0,0,0,0,0.0,1
UgzAvLEMtvVKaUUwgbd4AaABAg,0.0509812675726802,0.10744047723681577,7,0.0,2,39,5,0,1644.0,0.0,1,1,0,0,1
UgwIp11TDGXMBIZRJ214AaABAg,0.2755785312099176,0.35138001533322394,17,0.0,1,95,0,0,1635.0,0.058823529411764705,0,0,0,0,1
UgwpCmrLcFTwi8VDm0B4AaABAg,0.0036143442316447258,0.0669777275014988,3,0.33333333333333337,1,12,0,0,1618.0,0.0,0,0,0,0.0,0
Ugw9AtF38L5R6Exmwwx4AaABAg,0.35931608764227163,0.4355757672065771,17,0.0,2,99,0,0,1614.0,0.0,0,0,0,0,0
UgzJHsu8qB0ARfo0Mqh4AaABAg,0.3297779977494667,0.3251759294985827,11,0.09090909090909094,3,66,0,0,1560.0,0.0,0,0,0,0,0
UgxcgOfJbZ82vSQqaaB4AaABAg,0.07395299820909623,0.09573732870924924,4,0.0,1,21,0,1,1396.0,0.0,0,0,0,0,0
UgzHJx0anXfl-B5xX-14AaABAg,0.11585517971464108,0.17594332614569527,9,0.11111111111111116,1,39,2,0,1190.0,0.0,0,0,0,0,1
Ugw9qboJG-P1ssZNKy94AaABAg,0.3262278911855133,0.30850498194639087,14,0.0,1,77,0,1,1142.0,0.14285714285714285,0,0,0,0,0
UgzvuSW2tqeNSwOR9WN4AaABAg,0.18231856087001655,0.25367523536570646,6,0.0,1,37,0,1,1137.0,0.0,0,0,0,0,0
UgywDr4MvAfQtR0byrt4AaABAg,0.06469875548471447,0.13320374402490615,2,0.0,1,14,0,0,1046.0,0.0,0,0,0,0,0
Ugx0lGIOkQyU2QUq0qB4AaABAg,0.27076531604138493,0.30675406651299647,11,0.0,1,53,1,0,1020.0,0.0,0,0,0,0,0
UgzRHuZX6mhkkUfRmWZ4AaABAg,0.21987920810855005,0.1823096959035,5,0.0,1,24,1,0,975.0,0.0,0,0,0,0,0
UgwXFqwW6HZslAqPFTV4AaABAg,0.18264527785856952,0.19456436107269579,7,0.0,1,36,0,0,915.0,0.2857142857142857,0,0,0,0,1
Ugz9N19G7mGO_QUnFmF4AaABAg,0.3819852812213979,0.43131838132755024,20,0.19999999999999996,2,119,0,1,892.0,0.0,0,0,0,0,0
UgwuEeObGjRUQsWjcxZ4AaABAg,0.2445042432686139,0.2568312038753454,17,0.05882352941176472,1,90,0,0,783.0,0.058823529411764705,0,0,0,0,1
UgzlL-gwc11o4klj54t4AaABAg,0.30354398170113656,0.3734826835996758,13,0.0,2,74,0,1,653.0,0.07692307692307693,0,0,0,0,0
Ugy_ZujKgEt5LD36Az14AaABAg,0.08099600610468713,0.1301598234054407,5,0.0,1,26,0,0,531.0,0.2,0,0,0,0.0,1
UgwF8vvmnEBsOX_oldR4AaABAg,0.25380640056906956,0.33212853791400915,41,0.07317073170731703,4,233,9,0,507.0,0.0975609756097561,0,0,0,0,0
UgxBHZKtHYtk3K9pDBd4AaABAg,0.43383634308134655,0.4797759053237072,50,0.24,8,272,1,1,496.0,0.02,0,0,0,0,0
UgyQO6Z7t8Pcd4i-8ER4AaABAg,0.5088616136301166,0.5075332100764394,55,0.1636363636363637,4,295,0,1,400.0,0.03636363636363636,0,0,0,0.08384247601987746,0
Ugyl6RNX-eeQbI0UuMR4AaABAg,0.25422517642713793,0.3194466563323405,7,0.0,1,40,0,0,387.0,0.0,0,0,0,0,0
Ugzu1Ug_t_MkgvHqbhd4AaABAg,0.0883729905836087,0.18180961337489984,8,0.0,2,41,0,1,379.0,0.0,0,0,0,0,0
UgyBvL9LrLptz2Fz6dN4AaABAg,0.1169656442973268,0.18324817532083432,16,0.0,1,95,4,0,372.0,0.0625,1,1,0,0.0,1
UgzW21G5814v12D68iJ4AaABAg,0.23560316323739408,0.28233490833749414,9,0.0,1,42,0,0,334.0,0.0,0,0,0,0,0
Ugz_6yGxPTFNBa0ufcJ4AaABAg,0.12209848629937427,0.2490191531148987,10,0.0,1,50,0,0,327.0,0.0,0,0,0,0,0
Ugz1X_Sb4q8fpbxmlbR4AaABAg,0.28568265012225424,0.3684707226377972,11,0.0,1,60,0,0,294.0,0.0,0,0,0,0,0
UgxtaRmiW0O3AA4y2IZ4AaABAg,0.06428492110660541,0.13528184259505596,8,0.0,1,39,3,0,176.0,0.0,0,0,0,0,0
Ugz7SOBZJuVo-QkpAH14AaABAg,0.311887336375581,0.31338822421944795,6,0.0,1,51,0,0,145.0,0.3333333333333333,0,0,0,0,1
Ugz87Sq0dngQu7W2aMt4AaABAg,0.07701979913790416,0.08206869986771867,3,0.0,1,18,0,0,128.0,0.0,0,0,0,0,0
Ugw0w2BnmedRBTFnxrJ4AaABAg,0.2577453927795731,0.33024185369653075,11,0.0,1,60,0,1,111.0,0.0,0,0,0,0,0
Ugxnt5QqLVk_GGtDKvN4AaABAg,0.30934221957270647,0.3500651551732792,7,0.0,1,33,0,0,107.0,0.0,0,0,0,0,0
Ugwxzk6wIeQvE-1RGhh4AaABAg,0.20148684682818255,0.22055275528223878,8,0.0,1,51,0,0,95.0,0.0,0,0,0,0,0
UgxhGDd5pVGuxfN_Fch4AaABAg,0.3203906921189117,0.40448328393572985,11,0.0,1,56,1,1,88.0,0.0,0,0,0,0.08384247601987747,0
Ugy9a0GCzmYZTRF0-UZ4AaABAg,0.3005081737008293,0.3733042006776108,7,0.0,1,38,0,0,85.0,0.0,0,0,0,0.0,0
UgxA8fhxTsUDMYxHqd14AaABAg,0.39679460310874193,0.3830040256816832,6,0.0,1,38,1,0,85.0,0.16666666666666666,0,0,0,0,0
UgwzLb0cZAPc0erq7Pl4AaABAg,0.2831350367058017,0.22671051269526335,3,0.0,1,17,0,0,82.0,0.0,0,0,0,0,0
UgyzMktfHOus0-gHG5N4AaABAg,0.24349767284372995,0.3456166440242289,5,0.0,1,26,0,0,66.0,0.0,0,0,0,0,0
UgwvPu5oRBQjvsUGv794AaABAg,0.17762165901501428,0.1541422416541765,3,0.0,1,14,0,0,63.0,0.0,0,0,0,0,0
UgxN49DQzjhCJOAcXMN4AaABAg,0.2831350367058017,0.22671051269526335,3,0.0,1,17,0,0,62.0,0.0,0,0,0,0.0,0
UgymAax-pCDIPcxf8tV4AaABAg,0.312374793624289,0.26701532933967037,5,0.0,1,27,0,0,58.0,0.2,0,0,0,0,1
UgzlIhgpAKCvB__68ll4AaABAg,0.06259507586190914,0.08014407109778116,2,0.0,1,11,0,0,58.0,0.0,0,0,0,0,0
Ugx3kOW-15W8ND7jET54AaABAg,0.059296420575216904,0.06656172236688573,3,0.0,1,19,0,0,50.0,0.0,0,0,0,0,0
UgzyowqOL5YQ5VFSLmh4AaABAg,0.2253164402038993,0.18836782896028795,4,0.0,1,20,0,0,48.0,0.0,0,0,0,0,0
UgyPvBqzM3EHpCeUJpp4AaABAg,0.0,0.001875380525778529,5,0.8,1,9,0,0,37.0,0.0,0,0,0,0,0
Ugy769vKgLmxLndJ8sx4AaABAg,0.2225805415135761,0.18536787239844998,12,0.0,1,57,2,0,16746339.0,0.08333333333333333,0,0,0,0,0
UgwIQMX2rs9U9qI06_N4AaABAg,0.21876819442041004,0.19352975493454483,28,0.2142857142857143,2,157,0,1,912911.0,0.10714285714285714,0,0,0,0,0
UgwCIdg5Z-jirXS6Kgl4AaABAg,0.4415548399213491,0.405762308455635,19,0.0,1,120,0,0,871019.0,0.05263157894736842,0,0,0,0,0
UgwZsA5gVoDLrZeMRBl4AaABAg,0.41763361277273675,0.4259342345089381,22,0.09090909090909094,1,136,0,0,864541.0,0.09090909090909091,0,0,0,0,0
UgxoAeJzzamd3kqBpiF4AaABAg,0.20244352667859958,0.21440574832472484,61,0.3278688524590164,8,373,23,0,819851.0,0.08196721311475409,0,0,0,0,1
UgzhuoMY1sduEDFhMUR4AaABAg,0.14249250519120313,0.21488023733936548,6,0.0,1,35,0,0,761403.0,0.0,0,0,0,0,0
Ugw28zxbqUdVXr44Vl14AaABAg,0.3138446684058742,0.2739789201016992,3,0.0,1,22,0,1,575968.0,0.0,0,0,0,0,0
UgzktBpWcom6t3fXDbN4AaABAg,0.1711726928758065,0.19458096156676083,17,0.0,2,92,5,1,519589.0,0.11764705882352941,1,1,0,0,1
UgyG6JKLqM16YwgEO594AaABAg,0.2896584350037842,0.29014571978826376,9,0.11111111111111116,1,61,0,0,513790.0,0.2222222222222222,0,0,0,0,1
Ugwj8hjhp0CiaZew_gR4AaABAg,0.26894639080346183,0.27637857796052145,22,0.0,1,161,4,0,476718.0,0.0,1,1,0,0,1
Ugzu9TcSOj39W0R_aal4AaABAg,0.18762322303295859,0.18648017503384254,4,0.0,1,28,0,0,469133.0,0.25,0,0,0,0,0
Ugzpx61JCUsUDIGd0AR4AaABAg,0.27555410605988867,0.2928715371191102,32,0.03125,3,177,12,0,468711.0,0.03125,1,1,0,0,1
UgyRCGHEEpxUtIcD_Fl4AaABAg,0.4217065271308326,0.45750245750799073,11,0.0,1,65,0,0,449001.0,0.0,0,0,0,0,0
UgzLtRzPXwPCPuuz_9V4AaABAg,0.22106403067958388,0.24822599695918382,21,0.04761904761904767,5,131,5,1,445936.0,0.047619047619047616,1,1,0,0,1
UgyVGI56dK81gIt0LHZ4AaABAg,0.4352398175251127,0.4466506492133242,14,0.0,1,97,0,0,438398.0,0.14285714285714285,0,0,0,0,1
Ugy_M1JykbCXNevIYkZ4AaABAg,0.26806327593451346,0.24360445199454037,18,0.0,1,103,0,0,438328.0,0.0,0,0,0,0,0
UgxMDy1xBt999QBUbAJ4AaABAg,0.2796935013473754,0.3175082606524825,11,0.0,5,62,0,0,436766.0,0.0,0,0,0,0,0
UgyY7aP_Z__JbJx9U2J4AaABAg,0.29793947048811154,0.38639095338734014,12,0.0,2,78,0,1,436243.0,0.0,0,0,0,0,0
Ugw-0g4iDGY560eNpkR4AaABAg,0.3153797648617092,0.2851168516688698,9,0.0,2,51,6,1,434323.0,0.0,0,0,0,0,0
Ugyvw6GsyEPNrY_tqZN4AaABAg,0.10934420907565269,0.15138907167276464,4,0.0,1,16,0,0,433017.0,0.25,0,0,0,0,0
UgxkenXtcd_S1qqsqIB4AaABAg,0.10364259399444907,0.11314525370450991,7,0.1428571428571429,1,40,0,0,419451.0,0.0,0,0,0,0,0
UgwZGXVSJaaKT0sSmD54AaABAg,0.12400654353001958,0.26634777700150186,4,0.0,1,28,0,0,415060.0,0.0,0,0,0,0,0
Ugz-KnnXuPd0qvRnTjR4AaABAg,0.3944020768322802,0.3757996970387666,20,0.050000000000000044,5,114,0,0,387537.0,0.0,0,0,0,0,0
UgxKM3PCRjeUjMllKEJ4AaABAg,0.3456002058423724,0.3234135257605954,26,0.07692307692307687,2,153,1,0,375314.0,0.0,0,0,0,0,0
UgxXXu86jG02Oy-nS5F4AaABAg,0.20161668055601886,0.33521817523448205,5,0.0,1,31,0,0,369108.0,0.0,0,0,0,0,0
Ugy1zawpWoIktwP3mL94AaABAg,0.3474903652411199,0.30168242899763476,10,0.0,1,60,1,0,364002.0,0.0,0,0,0,0,0
